volume_name,pair_id,role,kernel_normalized,kernel_raw,sha256,size_bytes,chunk,session_id
valid_517_a_2.nii.gz,p133,sharper,Br60f,"['Br60f', '3']",56231dc3dc9dc1552c6dd799c6c03bafb346c9afd5384f58f4bc3dc8e89725df,203998676,chunk_06,20260815T231124Z-8e185556
valid_518_a_1.nii.gz,p134,softer,Br40f,"['Br40f', '3']",791996f27fbd62e92c21e052ea03d92349c7094611271c9c7980c2451b7f50b9,116893124,chunk_06,20260815T231124Z-8e185556
valid_518_a_2.nii.gz,p134,sharper,Br60f,"['Br60f', '3']",33827c14e23297380ad2251632b36542c70afddf165c121029aeac1a36f996db,131339092,chunk_06,20260815T231124Z-8e185556
valid_51_a_1.nii.gz,p135,softer,Br40f,"['Br40f', '3']",5081559c1ef54f814b4d3520f4f0900c6fca27f1d9094d44b26376a4be535c48,154936219,chunk_06,20260815T231124Z-8e185556
valid_51_a_2.nii.gz,p135,sharper,Br60f,"['Br60f', '3']",0ae2249a578b4345b3e3ae8b9f7731dc474c979a3d5f19bb78f4ea5aa5b9356f,178160088,chunk_06,20260815T231124Z-8e185556
valid_531_b_1.nii.gz,p136,softer,Br40f,"['Br40f', '3']",6020b8f1853e0b9847f6ba336c9bc11f4080b83f24c6ebf483c195fdb3360fed,156951146,chunk_06,20260815T231124Z-8e185556
valid_531_b_2.nii.gz,p136,sharper,Br60f,"['Br60f', '3']",a0a9e2f4c598d5825b1ff103718af09187e5cffbe4a29fa8f572a8a7d0d2f2cd,177027814,chunk_06,20260815T231124Z-8e185556
valid_534_b_1.nii.gz,p137,softer,Br40f,"['Br40f', '3']",c30c02093845d4ea98b2e70ece9938db1f73b66e0e15a0ed9fbe0fe70964b189,135831482,chunk_06,20260815T231124Z-8e185556
valid_534_b_2.nii.gz,p137,sharper,Br60f,"['Br60f', '3']",21da95f26dc8a61d0f3496edabcb64d6e8f4ca7d2808fd82754575696e30d2b4,154794641,chunk_06,20260815T231124Z-8e185556
valid_535_c_1.nii.gz,p138,softer,Br40f,"['Br40f', '3']",89b74c58fe4620223ac35d268bc7ff32bbdbc4f1745de24771018186da627b9f,120804961,chunk_06,20260815T231124Z-8e185556
valid_535_c_2.nii.gz,p138,sharper,Br60f,"['Br60f', '3']",1dcab29f6eb6644d0485db6cb7fb786c24824360004ca2c6e1e25a2f1d9c4d1d,136273593,chunk_06,20260815T231124Z-8e185556
valid_558_a_1.nii.gz,p139,softer,Br40f,"['Br40f', '3']",a8314fa721d6d8d3627d8e9119407db97cdc044dd0b06006ffc2468ae8f684b3,161434015,chunk_06,20260815T231124Z-8e185556
valid_558_a_2.nii.gz,p139,sharper,Br60f,"['Br60f', '3']",a9dbfa702633c7ddbca6b5f25f98717478cd9673bc9d7404b64e925bdffcb352,183494575,chunk_06,20260815T231124Z-8e185556
valid_560_a_1.nii.gz,p140,softer,Br40f,"['Br40f', '3']",d7dff2228fa02384dd9df267ed2a22f11162d127456567e83c10242e2e83af2b,133968570,chunk_06,20260815T231124Z-8e185556
valid_560_a_2.nii.gz,p140,sharper,Br60f,"['Br60f', '3']",98d40265d02bb9f156ac90b2f7262c726d3369d712473d0dc165d6026164bbe6,150898871,chunk_06,20260815T231124Z-8e185556
valid_567_a_1.nii.gz,p141,softer,Br40f,"['Br40f', '3']",130895df1e9c634ea2827a436a8e29bc9675400503a759ff20dec6a691aaecff,137557428,chunk_06,20260815T231124Z-8e185556
valid_567_a_2.nii.gz,p141,sharper,Br60f,"['Br60f', '3']",eea66dfbc41cf48b5a752a4f21ee23be7d325512553c045bf86c1743c2e4d2a5,155555301,chunk_06,20260815T231124Z-8e185556
valid_573_a_1.nii.gz,p142,softer,Br40f,"['Br40f', '3']",c31b47bc5892d50aae6f89b548dd625f485e090d5d53c64e8ce031af5c393a49,139266123,chunk_06,20260815T231124Z-8e185556
valid_573_a_2.nii.gz,p142,sharper,Br60f,"['Br60f', '3']",f3ad7174d7bbb5422720928de80cae70c799c75a4ad3525189e174e73eb93dab,161267050,chunk_06,20260815T231124Z-8e185556
valid_580_a_1.nii.gz,p143,softer,Br40f,"['Br40f', '3']",ff3294bf9496bc302e41c4babe3b5d33436e12437fb97c072b7e18232acdd70a,165540549,chunk_06,20260815T231124Z-8e185556
valid_580_a_2.nii.gz,p143,sharper,Br60f,"['Br60f', '3']",cf633dec3bed40600f72b51f1b5c2814a298ee9f19bc4f29db148b505d0125e6,186958184,chunk_06,20260815T231124Z-8e185556
valid_584_a_1.nii.gz,p144,softer,Br40f,"['Br40f', '3']",10864600bd0205703225506b3c06a3b2422178ac7a717241ddcecd08af231960,147958247,chunk_06,20260815T231124Z-8e185556
valid_584_a_2.nii.gz,p144,sharper,Br60f,"['Br60f', '3']",2063344351596666e07b41aa02c7beb288a824e03826e25a3d5a14026268a449,169167691,chunk_06,20260815T231124Z-8e185556
valid_589_b_1.nii.gz,p145,softer,Br40f,"['Br40f', '3']",3aabea1d2243fa8b528046a9676750eefcc02595bcf705e36a6a5bf3d071e288,156696705,chunk_06,20260815T231124Z-8e185556
valid_589_b_2.nii.gz,p145,sharper,Br60f,"['Br60f', '3']",d250670f9b2b5492293aed22776ad550d1f121f9d78bf376daabf48efdead9cb,180079354,chunk_06,20260815T231124Z-8e185556
valid_590_a_1.nii.gz,p146,softer,Br40f,"['Br40f', '3']",540639a1b983779d367e320ef47db8590f2350c6a7f905d1a9b5d6e3ffacde7a,145820427,chunk_06,20260815T231124Z-8e185556
valid_590_a_2.nii.gz,p146,sharper,Br60f,"['Br60f', '3']",3b71747f709f975a4afbed5d6d63b351725a0434863a5305da95057eada79eb3,164457485,chunk_06,20260815T231124Z-8e185556
valid_591_a_1.nii.gz,p147,softer,Br40f,"['Br40f', '3']",ad94cea24fb8e92fcbdeb3c8be1f777a9b9fa1c141934cf901865336e401014d,113884236,chunk_06,20260815T231124Z-8e185556
valid_591_a_2.nii.gz,p147,sharper,Br60f,"['Br60f', '3']",e986a52dece8aff46f295a20c504af5bb9d9b50d87e725e49bc615b136d9055c,127707249,chunk_06,20260815T231124Z-8e185556
valid_597_a_1.nii.gz,p148,softer,Br40f,"['Br40f', '3']",c9cfef0686ebdcd5a266b33e26099f276d75637de4def229a0e20a7bdfc522a4,152671119,chunk_06,20260815T231124Z-8e185556
valid_597_a_2.nii.gz,p148,sharper,Br60f,"['Br60f', '3']",1d25ef70861cbe7b83aa939a696e13ec4d87706512cdce738e490240a9a53c76,173715377,chunk_06,20260815T231124Z-8e185556
valid_5_a_1.nii.gz,p149,softer,Br40f,"['Br40f', '3']",f2e8e94728293c91890b4b38cfff5d31aa3484e201a2efa0dd7ba4cb2566ec7e,138737370,chunk_06,20260815T231124Z-8e185556
valid_5_a_2.nii.gz,p149,sharper,Br60f,"['Br60f', '3']",5d546abd564afd92476bacac2feb4cc311f817e72c6e56847a311e57f2b3cd8e,155993864,chunk_06,20260815T231124Z-8e185556
valid_606_b_1.nii.gz,p150,softer,Br40f,"['Br40f', '3']",db41c69a3ad22b140d64ec71ebf589bd070a45db3d7362042d557bbd7318bbd0,159012653,chunk_06,20260815T231124Z-8e185556
valid_606_b_2.nii.gz,p150,sharper,Br60f,"['Br60f', '3']",e4b7922ef28eb076beb0628902275bd9fd1f2a3ab3aee1588754131da25d9037,182424622,chunk_06,20260815T231124Z-8e185556
valid_609_a_1.nii.gz,p151,softer,Br40f,"['Br40f', '3']",1711be680cc17724b4e1bdf2efd321bfae69a59e2e8252a17755e9060921ac85,153911225,chunk_07,20260815T231124Z-8e185556
valid_609_a_2.nii.gz,p151,sharper,Br60f,"['Br60f', '3']",154a6717ae47c42fc821eedc7e47a5d51fdba70b10c537acd9604f49240a2616,178731273,chunk_07,20260815T231124Z-8e185556
valid_60_a_1.nii.gz,p152,softer,Br40f,"['Br40f', '3']",22f5657ff41ab3bd6863fa23aa1892e73301357f8f07cf79282680014d2f3c24,157173378,chunk_07,20260815T231124Z-8e185556
valid_60_a_2.nii.gz,p152,sharper,Br60f,"['Br60f', '3']",64f7a2943b7d2d037a16a53869f6d0d0869df4e387f22998168e2eb20f176f8b,176595206,chunk_07,20260815T231124Z-8e185556
valid_610_a_1.nii.gz,p153,softer,Br40f,"['Br40f', '3']",005fe4f4a33cd1fabd710dc8fa3e2a5fd7913a91ee9f8a2045f2ec18f5dcb531,129773693,chunk_07,20260815T231124Z-8e185556
valid_610_a_2.nii.gz,p153,sharper,Br60f,"['Br60f', '3']",efb2f02e312db2b2b25fa3da34130a6fe233734fbc545220ad3f6743084f7069,149615399,chunk_07,20260815T231124Z-8e185556
valid_617_a_1.nii.gz,p154,softer,Br40f,"['Br40f', '3']",503d587d3cb54b912484c93f09ae4cd12b0898cd3265060731a823cecc1d2ef7,159763519,chunk_07,20260815T231124Z-8e185556
valid_617_a_2.nii.gz,p154,sharper,Br60f,"['Br60f', '3']",d8064f1712064aa9013de51c0c6dcecdb5fad291d0c92f13b70a381af22f3e8f,181828286,chunk_07,20260815T231124Z-8e185556
valid_619_a_1.nii.gz,p155,softer,Br40f,"['Br40f', '3']",4179748ab155cccbb6d2bf19ef404bb7e1f0ad7c8d65d896eba5b458f4b7fbfc,127011529,chunk_07,20260815T231124Z-8e185556
valid_619_a_2.nii.gz,p155,sharper,Br60f,"['Br60f', '3']",0b34c069684d9af5b80bf1bc46057a191a0de2c7f88bfc4170cf33b0bd648487,143185013,chunk_07,20260815T231124Z-8e185556
valid_623_a_1.nii.gz,p156,softer,Br40f,"['Br40f', '3']",fe83ace0302caa0a29f287f796788bf4bd00e6a6b5b2fe398d916d1c131ced7a,140072977,chunk_07,20260815T231124Z-8e185556
valid_623_a_2.nii.gz,p156,sharper,Br60f,"['Br60f', '3']",effc11a3d41adebe4b26328521cc0b6be5b386cdda7adf8c4caf367f2eabc5b3,158263521,chunk_07,20260815T231124Z-8e185556
valid_62_a_1.nii.gz,p157,softer,Br40f,"['Br40f', '3']",ff0810fb471b902769a9f1d5192878db08a5027b4381c56ac1511f3cb73bd901,130942234,chunk_07,20260815T231124Z-8e185556
valid_62_a_2.nii.gz,p157,sharper,Br60f,"['Br60f', '3']",1897f492e3685ba5d1cc869fcd54fd85811604533e8b97dc716a23fe0c1cff18,150251221,chunk_07,20260815T231124Z-8e185556
valid_62_c_1.nii.gz,p158,softer,Br40f,"['Br40f', '3']",b075b4071265f13d8ff162d7c3c5e6accb8527d58f8d4f11f74ee9cb21d5ecbf,108594359,chunk_07,20260815T231124Z-8e185556
valid_62_c_2.nii.gz,p158,sharper,Br60f,"['Br60f', '3']",4cf0eea75c6456926ff17d22decf8c172e495ca093e5b4afbea41319d2e94aa6,124016423,chunk_07,20260815T231124Z-8e185556
valid_635_a_1.nii.gz,p159,softer,Br40f,"['Br40f', '3']",8a543e142840b0da114cc32d3202af76ecc78edc68669032dd0e625959bd4be6,145006770,chunk_07,20260815T231124Z-8e185556
valid_635_a_2.nii.gz,p159,sharper,Br60f,"['Br60f', '3']",302b6c55b6bac809ea5cf2410c743ffb6a53e5ec5db22be45b8725add990a9f9,166539955,chunk_07,20260815T231124Z-8e185556
valid_638_a_1.nii.gz,p160,softer,Br40f,"['Br40f', '3']",929131e438693b83eff2ad1827da0f679c4b1d8db12440b1f76a55ae0a3ab947,171081215,chunk_07,20260815T231124Z-8e185556
valid_638_a_2.nii.gz,p160,sharper,Br60f,"['Br60f', '3']",2a6dca2a0ef0adc739068fb42d95e36803f709e314e29645c31fb704796ea456,195586035,chunk_07,20260815T231124Z-8e185556
valid_640_a_1.nii.gz,p161,softer,Br40f,"['Br40f', '3']",077379d7754093ad5194affb9887300824f358d3b12c6da44ff02e94f29334f5,142340865,chunk_07,20260815T231124Z-8e185556
valid_640_a_2.nii.gz,p161,sharper,Br60f,"['Br60f', '3']",f225a4b73ac3514248e87103427977f955292caaab4d7a8c03784bfef0022f9a,162166159,chunk_07,20260815T231124Z-8e185556
valid_643_b_1.nii.gz,p162,softer,Br40f,"['Br40f', '3']",55a39e99952c78bcb725581f78e6ec6664cc94da8ff442c94f084ee279d2c20f,154528202,chunk_07,20260815T231124Z-8e185556
valid_643_b_2.nii.gz,p162,sharper,Br60f,"['Br60f', '3']",78ac0bdbd18ac9c36fb609931c705366b3094216ff03edb32fd63f6516fb586b,172079521,chunk_07,20260815T231124Z-8e185556
valid_644_a_1.nii.gz,p163,softer,Br40f,"['Br40f', '3']",1d76a22d91735cf87959a370a6e5fdd511eb415687eeb5c8dc9031ec04d9687e,152520799,chunk_07,20260815T231124Z-8e185556
valid_644_a_2.nii.gz,p163,sharper,Br60f,"['Br60f', '3']",82991a07e0f3cec7faa271b71734f0d920a219d2c47dd41eb5b449ca40d85efd,172251404,chunk_07,20260815T231124Z-8e185556
valid_648_a_1.nii.gz,p164,softer,Br40f,"['Br40f', '3']",7c9ef3e7dc42230f8b2b8d2fd94e03297bdcde15a9784de6dc6effc7a248ec80,155026207,chunk_07,20260815T231124Z-8e185556
valid_648_a_2.nii.gz,p164,sharper,Br60f,"['Br60f', '3']",08fe54fcb38b48abd98c5f826e45ccdbc92bf57ced152c6ede4404f3211a5c4c,177268549,chunk_07,20260815T231124Z-8e185556
valid_653_a_1.nii.gz,p165,softer,Br40f,"['Br40f', '3']",aab1c5b9f89e7b321a29b66eac44c2957626baecb666ddc0c6d6bfbecfbbce5d,149026925,chunk_07,20260815T231124Z-8e185556
valid_653_a_2.nii.gz,p165,sharper,Br60f,"['Br60f', '3']",948eedd6b1157ed3ea6a67891bfabda7555b46895d8d016e327581631899ae62,166002475,chunk_07,20260815T231124Z-8e185556
valid_654_a_1.nii.gz,p166,softer,Br40f,"['Br40f', '3']",5488934edc9e5d0805a2587cc12a0335fbd18f142b0b87c1f3b9793c929b9414,133069117,chunk_07,20260815T231124Z-8e185556
valid_654_a_2.nii.gz,p166,sharper,Br60f,"['Br60f', '3']",3dff8e2be6ea9279c54d3491bbba87a34b0fe3077a1c64531fec9f6e8577862b,151783204,chunk_07,20260815T231124Z-8e185556
valid_664_a_1.nii.gz,p167,softer,Br40f,"['Br40f', '3']",c7e448d6fad905a6ba717813326c94c8e9f4ea0438130947501eeb805be5e3a3,165398800,chunk_07,20260815T231124Z-8e185556
valid_664_a_2.nii.gz,p167,sharper,Br60f,"['Br60f', '3']",e146f32054ccd0a18603e4a5c2b3e0133facf58cf9bf50f5487597e42c144ee1,187034442,chunk_07,20260815T231124Z-8e185556
valid_665_a_1.nii.gz,p168,softer,Br40f,"['Br40f', '3']",8d28a4c655c3a341bf5610c2c25adecbd102d6cb40581be0affc338a0e386641,163082821,chunk_07,20260815T231124Z-8e185556
valid_665_a_2.nii.gz,p168,sharper,Br60f,"['Br60f', '3']",79fa81fe181d84f9dc5da5b0b796ff246d1eae4a557f3a26652d919d74b04a30,185627166,chunk_07,20260815T231124Z-8e185556
valid_667_c_1.nii.gz,p169,softer,Br40f,"['Br40f', '3']",e6d854f2cb40aa92625004a9b14cfd8ab41204206b164989ad0d2edc556028ad,143659977,chunk_07,20260815T231124Z-8e185556
valid_667_c_2.nii.gz,p169,sharper,Br60f,"['Br60f', '3']",7c17f1ce00f7b9204502c4ad2df69e3a670eb407a3f9ce950835e74dbd7381d9,163925307,chunk_07,20260815T231124Z-8e185556
valid_677_a_1.nii.gz,p170,softer,Br40f,"['Br40f', '3']",f0bc615027e593992851a1ed7ee66616424a404b72715f20ac627bd2fcfb3b68,165499894,chunk_07,20260815T231124Z-8e185556
valid_677_a_2.nii.gz,p170,sharper,Br60f,"['Br60f', '3']",6abfc271c9a2f8d1143ef9b74708fb437f0d06f70823e2f78085e0e6b8c462bc,187316914,chunk_07,20260815T231124Z-8e185556
valid_681_a_1.nii.gz,p171,softer,Br40f,"['Br40f', '3']",1fa9a667cc0ed22e294fc8b3228d8e992f72d88eaadd74c7d98f33fa659e0fa2,170760130,chunk_07,20260815T231124Z-8e185556
valid_681_a_2.nii.gz,p171,sharper,Br60f,"['Br60f', '3']",bdabe8d31ff4095ccf3b5531ea34f28230f4ff8c09681f138670ae51757eb9ff,193997577,chunk_07,20260815T231124Z-8e185556
valid_682_a_1.nii.gz,p172,softer,Br40f,"['Br40f', '3']",5ecdcbc94db375e58ee6c5a7272291789509dbb7d8f7f6de1b4e3dd30442d6b5,152068562,chunk_07,20260815T231124Z-8e185556
valid_682_a_2.nii.gz,p172,sharper,Br60f,"['Br60f', '3']",38d643b48deb39d6fc918a0fcd4af6b2fb2cbf43c17098a8130e4c265a12c82d,170494795,chunk_07,20260815T231124Z-8e185556
valid_688_a_1.nii.gz,p173,softer,Br40f,"['Br40f', '3']",4a0bf987a605bd36d6fa83f5d2551e4061f813137c2c21ab797d22b525486c74,141821336,chunk_07,20260815T231124Z-8e185556
valid_688_a_2.nii.gz,p173,sharper,Br60f,"['Br60f', '3']",fd8d150194e153d605163a751bd61bec01e8ca913331eefd113d9728f025ee08,162673986,chunk_07,20260815T231124Z-8e185556
valid_702_a_1.nii.gz,p174,softer,Br40f,"['Br40f', '3']",72fdcb8e91b06ebcf39e42ab4d3ef0914491f959fe78d9c3db3a3ab295d18b11,179784397,chunk_07,20260815T231124Z-8e185556
valid_702_a_2.nii.gz,p174,sharper,Br60f,"['Br60f', '3']",5e7dc139323dbc5d5e9d9f33a135c1f0e911cfb01f2f04474749d4ca7707cf12,205312945,chunk_07,20260815T231124Z-8e185556
valid_703_a_1.nii.gz,p175,softer,Br40f,"['Br40f', '3']",2f7457861cc825bf5bc01a4d2ec48762a68f94a162e02635cac6c29d01c68390,138392610,chunk_07,20260815T231124Z-8e185556
valid_703_a_2.nii.gz,p175,sharper,Br60f,"['Br60f', '3']",7e8bbef28dc93668531ace9723e6e08571d4acb76abe6e745ab304d32f454889,156453036,chunk_07,20260815T231124Z-8e185556
valid_71_a_1.nii.gz,p176,softer,Br40f,"['Br40f', '3']",19fc5083fed8f01f34aede46d7ea20e5a45310473fb97f629a38bdf8a11c04dd,137236219,chunk_08,20260815T231124Z-8e185556
valid_71_a_2.nii.gz,p176,sharper,Br60f,"['Br60f', '3']",5e7f974887d8c7b89d5dccae59fdaf5bec1676ef599510d68c97f6b3719f2665,156247171,chunk_08,20260815T231124Z-8e185556
valid_71_b_1.nii.gz,p177,softer,Br40f,"['Br40f', '3']",6c8abc79e352b45c41942c71a8f339ff2b9e362651f2afdf1efb52d7b6870c17,147670272,chunk_08,20260815T231124Z-8e185556
valid_71_b_2.nii.gz,p177,sharper,Br60f,"['Br60f', '3']",c36564d2a3478416df1b2f63eb2efe1a99876c7ab49afd5fa4341c5010415a82,167956001,chunk_08,20260815T231124Z-8e185556
valid_721_a_1.nii.gz,p178,softer,Br40f,"['Br40f', '3']",eda17d336e6fad04a6cd5c0569217452d2f42682131e014da0b2adea3ce072c0,143202897,chunk_08,20260815T231124Z-8e185556
valid_721_a_2.nii.gz,p178,sharper,Br60f,"['Br60f', '3']",dd296fe65cd1ae23553037f7f2bcf1f2ca6afde1acce4d5c5e4c6af79852e617,163464915,chunk_08,20260815T231124Z-8e185556
valid_727_a_1.nii.gz,p179,softer,Br40f,"['Br40f', '3']",681f678d1990d3bd89d0f9805f4a3672f0865fd4329f0cf3c2db667e7c35e6bc,154985608,chunk_08,20260815T231124Z-8e185556
valid_727_a_2.nii.gz,p179,sharper,Br60f,"['Br60f', '3']",34469c36cc151eb60c0009639be972bfa0a653c43176ee4715020b7e678d629a,176987807,chunk_08,20260815T231124Z-8e185556
valid_72_a_1.nii.gz,p180,softer,Br40f,"['Br40f', '3']",c810c2dc8f24790296f8db993fcb24d76fa3b3f9e80c763e5bdd84773e04204c,156093652,chunk_08,20260815T231124Z-8e185556
valid_72_a_2.nii.gz,p180,sharper,Br60f,"['Br60f', '3']",9ed9f5e233273592b8aa88f08bea02495b1c5d679eb279316710c8d5d27a7542,178357609,chunk_08,20260815T231124Z-8e185556
valid_734_a_1.nii.gz,p181,softer,Br40f,"['Br40f', '3']",a74d882f4ee0248ebe9d87ff8ddd975a4602851e091f59cc7dd78d6d935ee085,141097629,chunk_08,20260815T231124Z-8e185556
valid_734_a_2.nii.gz,p181,sharper,Br60f,"['Br60f', '3']",e9368a71c5b797eada071e37039fb64abd3535d47a8bd7bc419d7c862b843adf,160059688,chunk_08,20260815T231124Z-8e185556
valid_751_a_1.nii.gz,p182,softer,Br40f,"['Br40f', '3']",f0c93a3fbdea9763c97123c479ddb3bd5219bded162b8aff3cceb09e98d8c455,141517868,chunk_08,20260815T231124Z-8e185556
valid_751_a_2.nii.gz,p182,sharper,Br60f,"['Br60f', '3']",789e3f56eff6b4615bb6ab1dfec134c42e3e1703a454266d337dadaab777526b,161196766,chunk_08,20260815T231124Z-8e185556
valid_758_a_1.nii.gz,p183,softer,Br40f,"['Br40f', '3']",fcc5714534fc3e4d4885f841d8903e045057cd8b2a4e94687e1aef44c65511c1,130670874,chunk_08,20260815T231124Z-8e185556
valid_758_a_2.nii.gz,p183,sharper,Br60f,"['Br60f', '3']",c06fd141158bb65de6a75c8df55906fd4dd433540d0ff651349bcec86817f1a5,147326700,chunk_08,20260815T231124Z-8e185556
valid_760_a_1.nii.gz,p184,softer,Br40f,"['Br40f', '3']",96cdc697823673e7ed6e8d3f14216d6bf689d8f2c1e6b0c6b5948275eec58dd3,150979801,chunk_08,20260815T231124Z-8e185556
valid_760_a_2.nii.gz,p184,sharper,Br60f,"['Br60f', '3']",5b3da65b4557eecd949e24fefbababdb7e6bf1dfafb280ce596590e6cf94a9b8,169495385,chunk_08,20260815T231124Z-8e185556
valid_764_a_1.nii.gz,p185,softer,Br40f,"['Br40f', '3']",f39b4976f6508068f81297a02d28bf0cfab10078489a4ac9991ac9f7288857ed,152893584,chunk_08,20260815T231124Z-8e185556
valid_764_a_2.nii.gz,p185,sharper,Br60f,"['Br60f', '3']",88cd3a5dc0c4099e4af2787ce688c230d0a4137203973dc43529057531b09b90,174834048,chunk_08,20260815T231124Z-8e185556
valid_769_a_1.nii.gz,p186,softer,Br40f,"['Br40f', '3']",22751c1ae8df0a8e8dee2aee668a774d48c99c4c2094f69c27ae45af6e863906,156867524,chunk_08,20260815T231124Z-8e185556
valid_769_a_2.nii.gz,p186,sharper,Br60f,"['Br60f', '3']",e3a889a443ef2f1161299e82697e8cbfb93899a3753f73a3f482844a3027a1b0,179456317,chunk_08,20260815T231124Z-8e185556
valid_771_a_1.nii.gz,p187,softer,Br40f,"['Br40f', '3']",201f4cae956c3c1d7b079fda303a014544dd837d7d01ddccde6010a17daf89e5,169290225,chunk_08,20260815T231124Z-8e185556
valid_771_a_2.nii.gz,p187,sharper,Br60f,"['Br60f', '3']",2e8e6a7b1aca7ef194d71c41c0baef6b76a3f59627b42a3d7b8c955cfc1eb534,190887903,chunk_08,20260815T231124Z-8e185556
valid_771_b_1.nii.gz,p188,softer,Br40f,"['Br40f', '3']",580ad2e85750d812d2d9a42dde9e6a373c4015f777b451c7ebf9deab03114f13,151486461,chunk_08,20260815T231124Z-8e185556
valid_771_b_2.nii.gz,p188,sharper,Br60f,"['Br60f', '3']",0fd3330fa1fec27d6f5259932e6f4d8716fc6569c9e85512de5cb3e6717dad68,170609325,chunk_08,20260815T231124Z-8e185556
valid_775_a_1.nii.gz,p189,softer,Br40f,"['Br40f', '3']",a8047848c39cc0f5efe8aac7d75fe04acc28191e4254cfb4ddc6934afe883779,149404325,chunk_08,20260815T231124Z-8e185556
valid_775_a_2.nii.gz,p189,sharper,Br60f,"['Br60f', '3']",1cae0e14a20f185c8f2e01893d9c2c68f22bae69a5ef738bfc83c497ab8d77c6,171706194,chunk_08,20260815T231124Z-8e185556
valid_780_a_1.nii.gz,p190,softer,Br40f,"['Br40f', '3']",b033b9c68f874d68553cfbcfe016e25df78efa00d99071cdaf695353a4f8e38c,132744500,chunk_08,20260815T231124Z-8e185556
valid_780_a_2.nii.gz,p190,sharper,Br60f,"['Br60f', '3']",be009a2ac191da35390ef769f2241e1198ff7ba8bbfea9d975563f76949053c0,149676519,chunk_08,20260815T231124Z-8e185556
valid_786_a_1.nii.gz,p191,softer,Br40f,"['Br40f', '3']",9da874c42e400f9b8f7f84c73100e7459dd465f00c660dec8580853d696b3e97,140953782,chunk_08,20260815T231124Z-8e185556
valid_786_a_2.nii.gz,p191,sharper,Br60f,"['Br60f', '3']",a85710bc5d24ade4da4c39111e253b4560acb16f3204bbe207564e3ac3bdc396,157607822,chunk_08,20260815T231124Z-8e185556
valid_787_a_1.nii.gz,p192,softer,Br40f,"['Br40f', '3']",f00d62a28522508da4ac6a0d09a2ea0ff6b9defd73eb00b65dfda06996c97078,159652428,chunk_08,20260815T231124Z-8e185556
valid_787_a_2.nii.gz,p192,sharper,Br60f,"['Br60f', '3']",454bed63745496717018317d89f5e290dc8920da1d1d789b3c22a9cabdcb4ca6,181077656,chunk_08,20260815T231124Z-8e185556
valid_798_a_1.nii.gz,p193,softer,Br40f,"['Br40f', '3']",3650bb03d3fa9abafa608881bc2e5922310efa53c2acbf98a6cb1950f64937f2,143945801,chunk_08,20260815T231124Z-8e185556
valid_798_a_2.nii.gz,p193,sharper,Br60f,"['Br60f', '3']",293aeb2941242291f553d8bdcea2cc9fc0944c3cb76d02751d4a2d284ce80e8e,163062561,chunk_08,20260815T231124Z-8e185556
valid_799_a_1.nii.gz,p194,softer,Br40f,"['Br40f', '3']",7c4dd37f1a117586ba7780c64fb0232980db46e052b6e0b94da92922f4b788c2,160502912,chunk_08,20260815T231124Z-8e185556
valid_799_a_2.nii.gz,p194,sharper,Br60f,"['Br60f', '3']",1bf213fa8dec0d7b2c84b71590d57cafca394b4f7f8f3b10550768f161c4a87b,180918217,chunk_08,20260815T231124Z-8e185556
valid_805_a_1.nii.gz,p195,softer,Br40f,"['Br40f', '3']",160378eaff8fa4701ef196641f238fc132968a7450d7c2c109bd5e92967c9e00,125134334,chunk_08,20260815T231124Z-8e185556
valid_805_a_2.nii.gz,p195,sharper,Br60f,"['Br60f', '3']",39373c8d0c5cc216792b09d129abae1d3efb755cb579e857e8d5246b819cfce6,143708345,chunk_08,20260815T231124Z-8e185556
valid_810_a_1.nii.gz,p196,softer,Br40f,"['Br40f', '3']",8f47224c888e4c6f8500f60c7dc36c0db456ec433a311f6221b58bc7c78ff862,157275890,chunk_08,20260815T231124Z-8e185556
valid_810_a_2.nii.gz,p196,sharper,Br60f,"['Br60f', '3']",4db871c075eff5fb02038b9d25e381c01d3a8f02bb1d6809d98f9b67c1136142,176918422,chunk_08,20260815T231124Z-8e185556
valid_810_b_1.nii.gz,p197,softer,Br40f,"['Br40f', '3']",3c1006a66875d7277247f023e73bf80fb8c16e53bce7e43eb37ae29728d73f1a,153331083,chunk_08,20260815T231124Z-8e185556
valid_810_b_2.nii.gz,p197,sharper,Br60f,"['Br60f', '3']",af7957a668a2f748989066f83f67c0bbbf4a89d0c1abbf77cf6e050a27bfcd82,173061703,chunk_08,20260815T231124Z-8e185556
valid_813_a_1.nii.gz,p198,softer,Br40f,"['Br40f', '3']",3dc99ea3c6532dbc38bd5e1e0395be7dc06ea4083b2c0c850ca9ca898888d871,159083603,chunk_08,20260815T231124Z-8e185556
valid_813_a_2.nii.gz,p198,sharper,Br60f,"['Br60f', '3']",14ca66d39488cb3955bb41ae06562718aadf01572ee1bf9c981c39f4d1bcaf6d,183411395,chunk_08,20260815T231124Z-8e185556
valid_815_a_1.nii.gz,p199,softer,Br40f,"['Br40f', '3']",89d8c08ea75c6cbc71a004f6c8c17ee51ae57c56d1725bcfac23b9f7e6709648,121999982,chunk_08,20260815T231124Z-8e185556
valid_815_a_2.nii.gz,p199,sharper,Br60f,"['Br60f', '3']",8be5632590325d6076ba63a00c090f1e3344fe86f5b6cc8d3393c983b47df922,138695416,chunk_08,20260815T231124Z-8e185556
